rank,model_id,downloads,likes,model_type,architectures,parameters (str),parameters,library,is_gated,is_moe,config_class,is_supported,Year
908,CausalLM/14B-DPO-alpha,27242,121,llama,LlamaForCausalLM,14B,14000000000,transformers,False,False,LlamaConfig,True,2023
909,HuggingFaceTB/SmolLM-360M,27223,70,llama,LlamaForCausalLM,,,transformers,False,False,LlamaConfig,True,2024
910,JetLM/SDAR-8B-Chat,27062,4,sdar,SDARForCausalLM,8B,8000000000,transformers,False,False,SDARConfig,False,2025
911,lmstudio-community/MiniMax-M2.5-MLX-6bit,27042,0,minimax_m2,MiniMaxM2ForCausalLM,50B,50029593088,transformers,False,False,,False,2026
912,unsloth/Qwen2.5-1.5B-Instruct,27024,8,qwen2,Qwen2ForCausalLM,1.5B,1500000000,transformers,False,False,Qwen2Config,True,2024
913,facebook/opt-6.7b,26830,120,opt,OPTForCausalLM,6.7b,6700000000,transformers,False,False,OPTConfig,False,2022
914,baidu/ERNIE-4.5-0.3B-PT,26829,110,ernie4_5,Ernie4_5ForCausalLM,0.3B,300000000,transformers,False,False,Ernie4_5Config,False,2025
915,allenai/Olmo-3-7B-Instruct-SFT,26816,4,olmo3,Olmo3ForCausalLM,7B,7000000000,transformers,False,False,Olmo3Config,False,2025
916,RedHatAI/Meta-Llama-3-8B-Instruct-FP8-KV,26799,10,llama,LlamaForCausalLM,8B,8000000000,transformers,False,False,LlamaConfig,True,2024
917,GSAI-ML/LLaDA-1.5,26646,40,llada,LLaDAModelLM,8B,8015581184,transformers,False,False,LLaDAConfig,False,2025
918,mlx-community/Llama-3.2-3B-Instruct-4bit,26608,43,llama,LlamaForCausalLM,3B,3000000000,transformers,False,False,LlamaConfig,True,2024
919,Qwen/Qwen2.5-Coder-32B,26565,152,qwen2,Qwen2ForCausalLM,32B,32000000000,transformers,False,False,Qwen2Config,True,2024
920,casperhansen/mistral-nemo-instruct-2407-awq,26516,12,mistral,MistralForCausalLM,12B,12247782400,transformers,False,False,MistralConfig,True,2024
921,AEON-7/Qwen3.6-27B-AEON-Ultimate-Uncensored-BF16,26419,88,qwen3_5,Qwen3_5ForConditionalGeneration,27B,27000000000,transformers,False,False,Qwen3_5Config,False,2026
922,Jiunsong/supergemma4-26b-uncensored-mlx-4bit-v2,26377,235,gemma4,Gemma4ForConditionalGeneration,26b,26000000000,mlx,False,False,Gemma4Config,False,2026
923,internlm/internlm2-7b,26376,43,internlm2,InternLM2ForCausalLM,7b,7000000000,transformers,False,False,InternLM2Config,False,2024
924,NousResearch/Hermes-2-Pro-Llama-3-8B,26212,448,llama,LlamaForCausalLM,8B,8000000000,transformers,False,False,LlamaConfig,True,2024
925,nytopop/Qwen3-30B-A3B.w8a8,26145,2,qwen3_moe,Qwen3MoeForCausalLM,30B,30000000000,transformers,False,True,Qwen3MoeConfig,False,2025
926,RedHatAI/Llama-3.2-1B-Instruct-quantized.w8a8,26097,8,llama,LlamaForCausalLM,1B,1000000000,,False,False,LlamaConfig,True,2024
927,LGAI-EXAONE/EXAONE-4.0-32B-AWQ,26089,12,exaone4,Exaone4ForCausalLM,32B,32000000000,transformers,False,False,Exaone4Config,False,2025
928,KyleHessling1/Qwopus3.5-27B-v3-FP8-vllm-ready,26066,1,qwen3_5_text,Qwen3_5ForCausalLM,27B,27000000000,transformers,False,False,Qwen3_5TextConfig,False,2026
929,allenai/Olmo-3.1-32B-Instruct,25919,75,olmo3,Olmo3ForCausalLM,32B,32000000000,transformers,False,False,Olmo3Config,False,2025
930,Gustavosta/MagicPrompt-Stable-Diffusion,25907,739,gpt2,GPT2LMHeadModel,0.14B,137022720,transformers,False,False,GPT2Config,False,2022
931,swiss-ai/Apertus-8B-2509,25895,162,apertus,ApertusForCausalLM,8B,8000000000,transformers,False,False,ApertusConfig,False,2025
932,defog/sqlcoder-7b-2,25881,428,llama,LlamaForCausalLM,7b,7000000000,transformers,False,False,LlamaConfig,True,2024
933,ai21labs/AI21-Jamba-Mini-1.5,25860,269,jamba,JambaForCausalLM,52B,51570323328,transformers,True,True,,False,2024
934,unsloth/Qwen2.5-32B-Instruct-bnb-4bit,25767,15,qwen2,Qwen2ForCausalLM,32B,32000000000,transformers,False,False,Qwen2Config,True,2024
935,Intel/DeepSeek-V4-Flash-W4A16-AutoRound,25762,16,deepseek_v4,DeepseekV4ForCausalLM,40B,39916293330,transformers,False,True,DeepseekV4Config,False,2026
936,qqlabs/llama3_1_relevance_dev,25731,1,llama,LlamaForCausalLM,8B,8030261248,transformers,False,False,LlamaConfig,True,2025
937,Vikhrmodels/Vikhr-Llama-3.2-1B-Instruct,25680,46,llama,LlamaForCausalLM,1B,1000000000,transformers,False,False,LlamaConfig,True,2024
938,GeneralAnalysis/GA_Guard_Core,25679,3,qwen3,Qwen3ForCausalLM,4B,4021820416,transformers,True,False,,False,2025
939,Momix-44/Huihui-Qwen3-Coder-Next-Opus-4.6-Reasoning-Distilled-abliterated,25534,3,qwen3_next,Qwen3NextForCausalLM,80B,79674391296,transformers,False,False,Qwen3NextConfig,False,2026
940,solidrust/Hermes-3-Llama-3.1-8B-AWQ,25333,3,llama,LlamaForCausalLM,8B,8000000000,transformers,False,False,LlamaConfig,True,2024
941,01-ai/Yi-1.5-9B-Chat,25324,148,llama,LlamaForCausalLM,9B,9000000000,transformers,False,False,LlamaConfig,True,2024
942,zai-org/glm-4-9b-chat-hf,25310,26,glm,GlmForCausalLM,9b,9000000000,transformers,False,False,GlmConfig,False,2024
943,Qwen/Qwen-7B,25299,399,qwen,QWenLMHeadModel,7B,7000000000,transformers,False,False,QWenConfig,False,2023
944,ByteDance/Ouro-2.6B-Thinking,25132,126,ouro,OuroForCausalLM,2.6B,2600000000,transformers,False,False,OuroConfig,False,2025
945,inceptionai/Jais-2-8B-Chat,24949,18,jais2,Jais2ForCausalLM,8B,8000000000,transformers,True,False,,False,2025
946,lmstudio-community/Qwen3-Next-80B-A3B-Instruct-MLX-4bit,24933,7,qwen3_next,Qwen3NextForCausalLM,80B,80000000000,transformers,False,False,Qwen3NextConfig,False,2025
947,unsloth/gemma-2-9b-it-bnb-4bit,24864,31,gemma2,Gemma2ForCausalLM,9b,9000000000,transformers,False,False,Gemma2Config,False,2024
948,unsloth/Qwen2.5-Coder-7B-bnb-4bit,24833,17,qwen2,Qwen2ForCausalLM,7B,7000000000,transformers,False,False,Qwen2Config,True,2024
949,bullpoint/Qwen3-Coder-Next-AWQ-4bit,24831,25,qwen3_next,Qwen3NextForCausalLM,14B,14444722944,transformers,False,False,Qwen3NextConfig,False,2026
950,arcee-ai/Trinity-Nano-Preview,24745,77,afmoe,AfmoeForCausalLM,6.1B,6120003328,transformers,False,True,AfmoeConfig,False,2025
951,nm-testing/Meta-Llama-3-8B-Instruct-nonuniform-test,24710,0,llama,LlamaForCausalLM,8B,8000000000,transformers,False,False,LlamaConfig,True,2024
952,unsloth/Qwen2.5-14B-Instruct-bnb-4bit,24527,9,qwen2,Qwen2ForCausalLM,14B,14000000000,transformers,False,False,Qwen2Config,True,2024
953,lmstudio-community/LFM2-1.2B-MLX-8bit,24470,4,lfm2,Lfm2ForCausalLM,1.2B,1200000000,transformers,False,False,Lfm2Config,False,2025
954,z-lab/Qwen3.5-4B-DFlash,24419,23,qwen3,DFlashDraftModel,4B,4000000000,transformers,False,False,Qwen3Config,True,2026
955,sarvamai/sarvam-105b,24409,267,sarvam_mla,SarvamMLAForCausalLM,105b,105000000000,transformers,False,False,,False,2026
956,mlx-community/Qwen3-1.7B-4bit,24389,4,qwen3,Qwen3ForCausalLM,1.7B,1700000000,mlx,False,False,Qwen3Config,True,2025
957,ibm-granite/granite-4.1-3b,24314,66,granite,GraniteForCausalLM,3b,3000000000,transformers,False,False,GraniteConfig,True,2026
958,lmstudio-community/LFM2-1.2B-MLX-bf16,24287,6,lfm2,Lfm2ForCausalLM,1.2B,1200000000,transformers,False,False,Lfm2Config,False,2025
959,argilla-warehouse/Llama-3.2-1B-Instruct-v2-FC,24228,0,llama,LlamaForCausalLM,1B,1000000000,transformers,False,False,LlamaConfig,True,2024
960,ShahriarFerdoush/llama-3.2-1b-code-instruct,24197,1,llama,LlamaForCausalLM,1b,1000000000,transformers,False,False,LlamaConfig,True,2025
961,AdamLucek/Orpo-Llama-3.2-1B-15k,24192,0,llama,LlamaForCausalLM,1B,1000000000,transformers,False,False,LlamaConfig,True,2024
962,unsloth/mistral-7b-bnb-4bit,24163,30,mistral,MistralForCausalLM,7b,7000000000,transformers,False,False,MistralConfig,True,2023
963,zai-org/glm-edge-4b-chat,24101,12,glm,GlmForCausalLM,4b,4000000000,,False,False,GlmConfig,False,2024
964,ahczhg/Llama-3.2-1B-Aegis-SFT-DPO,24051,1,llama,LlamaForCausalLM,1B,1000000000,transformers,False,False,LlamaConfig,True,2025
965,ibm-granite/granite-4.0-h-small-FP8,23967,5,granitemoehybrid,GraniteMoeHybridForCausalLM,33B,32635678720,transformers,False,True,GraniteMoeHybridConfig,True,2025
966,lmstudio-community/Qwen3-Next-80B-A3B-Instruct-MLX-8bit,23919,2,qwen3_next,Qwen3NextForCausalLM,80B,80000000000,transformers,False,False,Qwen3NextConfig,False,2025
967,h2oai/h2o-danube3-500m-chat,23899,41,llama,LlamaForCausalLM,0.51B,513590784,transformers,False,False,LlamaConfig,True,2024
968,openbmb/MiniCPM4-8B,23871,284,minicpm,MiniCPMForCausalLM,8B,8000000000,transformers,False,False,MiniCPMConfig,False,2025
969,espressor/meta-llama.Llama-3.2-3B-Instruct_W4A16,23864,0,llama,LlamaForCausalLM,3B,3000000000,transformers,False,False,LlamaConfig,True,2024
970,unsloth/Qwen3-30B-A3B-GGUF,23838,276,qwen3_moe,Qwen3MoeForCausalLM,30B,30000000000,transformers,False,True,Qwen3MoeConfig,False,2025
971,facebook/opt-2.7b,23773,87,opt,OPTForCausalLM,2.7b,2700000000,transformers,False,False,OPTConfig,False,2022
972,unsloth/Llama-3.1-8B-Instruct-unsloth-bnb-4bit,23712,4,llama,LlamaForCausalLM,8B,8000000000,transformers,False,False,LlamaConfig,True,2025
973,Qwen/Qwen1.5-1.8B,23669,59,qwen2,Qwen2ForCausalLM,1.8B,1800000000,transformers,False,False,Qwen2Config,True,2024
974,lmstudio-community/Qwen3-Next-80B-A3B-Instruct-MLX-6bit,23589,0,qwen3_next,Qwen3NextForCausalLM,80B,80000000000,transformers,False,False,Qwen3NextConfig,False,2025
975,NousResearch/Llama-2-7b-chat-hf,23546,196,llama,LlamaForCausalLM,7b,7000000000,transformers,False,False,LlamaConfig,True,2023
976,RedHatAI/Llama-3.1-8B-Instruct-speculator.eagle3,23539,2,,Eagle3Speculator,8B,8000000000,,False,False,,False,2025
977,lmstudio-community/Qwen3-Next-80B-A3B-Instruct-MLX-5bit,23448,0,qwen3_next,Qwen3NextForCausalLM,80B,80000000000,transformers,False,False,Qwen3NextConfig,False,2025
978,trl-internal-testing/tiny-Llama4ForCausalLM,23421,0,llama4_text,Llama4ForCausalLM,0.0B,3269144,transformers,False,False,Llama4TextConfig,False,2025
979,nm-testing/tinyllama-oneshot-w4a16-channel-v2,23362,1,llama,LlamaForCausalLM,0.25B,252669236,transformers,False,False,LlamaConfig,True,2024
980,llm-jp/llm-jp-4-8b-thinking,23352,37,llama,LlamaForCausalLM,8b,8000000000,transformers,False,False,LlamaConfig,True,2026
981,abaryan/CyberXP_Agent_Llama_3.2_1B,23251,0,llama,LlamaForCausalLM,1.2B,1235814400,transformers,False,False,LlamaConfig,True,2025
982,FrontiersMind/Nandi-Mini-150M,23244,140,nandi,NandiForCausalLM,0.15B,153412928,transformers,False,False,NandiConfig,False,2026
983,inceptionai/jais-13b-chat,23148,166,jais,JAISLMHeadModel,13b,13000000000,transformers,True,False,,False,2023
984,ibm-granite/granite-4.1-30b,23052,112,granite,GraniteForCausalLM,30b,30000000000,transformers,False,False,GraniteConfig,True,2026
985,kakaocorp/kanana-1.5-8b-instruct-2505,23039,58,llama,LlamaForCausalLM,8b,8000000000,transformers,False,False,LlamaConfig,True,2025
986,nvidia/Qwen3-8B-FP8,22845,5,qwen3,Qwen3ForCausalLM,8B,8000000000,Model Optimizer,False,False,Qwen3Config,True,2025
987,RedHatAI/Meta-Llama-3.1-8B-Instruct-quantized.w8a8,22779,20,llama,LlamaForCausalLM,8B,8000000000,transformers,False,False,LlamaConfig,True,2024
988,Etherll/Tashkeel-700M,22771,4,lfm2,Lfm2ForCausalLM,0.74B,742489344,transformers,False,False,Lfm2Config,False,2025
989,TinyLlama/TinyLlama_v1.1,22758,111,llama,LlamaForCausalLM,,,transformers,False,False,LlamaConfig,True,2024
990,Qwen/Qwen3-235B-A22B-Thinking-2507-FP8,22729,83,qwen3_moe,Qwen3MoeForCausalLM,235B,235000000000,transformers,False,True,Qwen3MoeConfig,False,2025
991,tiiuae/falcon-mamba-7b-instruct,22579,73,falcon_mamba,FalconMambaForCausalLM,7b,7000000000,transformers,False,False,FalconMambaConfig,False,2024
992,mlx-community/Qwen2.5-3B-Instruct-4bit,22579,1,qwen2,Qwen2ForCausalLM,3B,3000000000,mlx,False,False,Qwen2Config,True,2024
993,lmstudio-community/Qwen3-4B-MLX-4bit,22568,1,qwen3,Qwen3ForCausalLM,4B,4000000000,mlx,False,False,Qwen3Config,True,2025
994,swiss-ai/Apertus-70B-Instruct-2509,22539,184,apertus,ApertusForCausalLM,70B,70000000000,transformers,False,False,ApertusConfig,False,2025
995,unsloth/gemma-2-27b-it,22520,6,gemma2,Gemma2ForCausalLM,27b,27000000000,transformers,False,False,Gemma2Config,False,2024
996,tencent/Hunyuan-7B-Instruct,22484,89,hunyuan_v1_dense,HunYuanDenseV1ForCausalLM,7B,7000000000,transformers,False,False,HunYuanDenseV1Config,False,2025
997,TurbulenceDeterministe/Carnice-9b-W8A16-AWQ,22332,3,qwen3_5,Qwen3_5ForConditionalGeneration,9b,9000000000,transformers,False,False,Qwen3_5Config,False,2026
998,microsoft/Phi-3-small-8k-instruct,22329,177,phi3small,Phi3SmallForCausalLM,7.4B,7392274432,transformers,False,False,,False,2024
999,lmstudio-community/Devstral-Small-2507-MLX-8bit,22209,2,mistral,MistralForCausalLM,6.6B,6630036480,vllm,False,False,MistralConfig,True,2025
1000,RedHatAI/Meta-Llama-3.1-70B-Instruct-FP8,22145,51,llama,LlamaForCausalLM,70B,70000000000,transformers,False,False,LlamaConfig,True,2024
